-53,-53,-53,-53,-53,-53
-60.262686700700243,-52.312706192784873,-48.342273479316781,-40.411715220353216,-32.504868474350658,-24.653736667662102
-68.214780083509012,-52.48875821753888,-41.905656641577387,-30.245321470749634,-13.731728140364469,1.9135972065007865
-71.969977492046823,-51.329107416297134,-41.121481224344443,-21.516739477258685,-6.3443274617195797,5.4832471117524575
-76.745743079669694,-50.9898539827702,-38.363032457366174,-15.811449245133225,-1.9372299967038213,11.106633271286224
-84.446748302989704,-52.875577937887478,-38.021962271721506,-13.196297655393691,1.7691064119623787,18.933448622916927
-84.692487485585943,-50.534744931998681,-34.164049336144338,-10.906222793765396,1.8691139741824792,18.153592131537934
-87.962307993601414,-50.393835434516731,-32.597768215640599,-9.9689458155595734,3.0441487731731307,20.627013030774201
-93.008903370137347,-49.320118061237871,-31.984739910499648,-8.1971943305361457,5.0259650152329058,21.784706311583129
-93.180149137555659,-50.237213920665504,-30.26515353388119,-8.8694110832833033,5.0184905272441505,24.393964781005298
-95.17670417733973,-50.206826155007064,-29.408395337902249,-8.4488711474904985,5.9262489403330836,25.860680552776479
-97.276091367403708,-50.332231041445162,-29.711605610221817,-5.6298288603557136,3.5568877121172795,29.875289614848786
-98.164091986154972,-50.213807637188253,-28.128362765494636,-7.6894999966664637,7.6616467533579433,28.218456649129358
-99.256807062486473,-50.242650633083976,-27.647182107273643,-7.3335602003226006,8.4954549360318072,29.176026881608607
-97.198538571444843,-54.323814775958802,-23.506366077610387,-6.2763528895975513,7.1186295346759509,29.397005557574133
-100.86770239579234,-50.33482767301642,-26.89519919914845,-6.6559395670585291,10.092714905651805,30.763755291098249
-101.45809735547111,-50.393258350196881,-26.594134830667691,-6.3322421600194714,10.852982569850179,31.4265854924503
-103.092835892488,-49.510873977397608,-24.284261342465058,-5.2365279883844433,15.73839026506273,31.183431581823967
-102.34326417412765,-50.52552349461763,-26.090072829821203,-5.7120792164970098,12.28888078670667,32.549970821630787
